,Unnamed: 0,Company,CPU Detail,CPU Manufacturer,CPU Generation,CPU Arc,Core,Cache,RAM,HDD,SSD,Graphic-creator,Graphic RAM,Blore screen,Keyboard light,Battery houre,Battery Cells,Battery Capacity,Size per Inch/,Touch screen,amount
889,959,,Core i7,Intel,10.0,x86,4.0,8.0,8.0,1000.0,,Nvidia,2.0,,,,,37.0,15.6,,27.1
890,960,,Core i5,Intel,,x86,4.0,8.0,8.0,,512.0,,4.0,1.0,,2.0,4.0,76.0,,,37.0
891,961,,Core i7,Intel,12.0,x86,,12.0,16.0,512.0,,intel,,,1.0,12.3,,65.0,,,49.01
892,962,,M1,Apple,,M1,8.0,12.0,8.0,,512.0,Apple,,,1.0,17.0,,58.0,13.3,,65.7
893,965,,Core i9,Intel,13.0,x86,,24.0,16.0,1000.0,,Nvidia,8.0,,,,,,,,106.84
894,967,,Ryzen 7,AMD,4.0,x86,,8.0,8.0,,256.0,AMD,,,1.0,,,45.8,15.0,,59.5
895,968,acer,Core i7,Intel,12.0,x86,10.0,12.0,16.0,,512.0,,,1.0,,3.0,,,15.6,,33.898
896,969,,Core i7,Intel,6.0,x86,,,16.0,,512.0,NVIDIA,,,,13.5,,,,,24.5
897,970,,Core i9,Intel,13.0,x86,,24.0,16.0,512.0,,Nvidia,6.0,,1.0,,,,,,78.42
898,972,,Core i7-Alder Lake,Intel,12.0,x86,6.0,24.0,32.0,,1000.0,,4.0,,,,,82.0,16.0,,86.7
899,973,lenovo,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,8.0,,256.0,,,1.0,,2.0,,,15.6,,22.0
900,974,Apple,M2,Apple,,M2,12.0,,96.0,,1000.0,,0.0,,,,,,14.2,,227.0
901,975,,Core i7,Intel,,x86,,,16.0,,1000.0,Nvidia,,,,,,,,,69.98
902,976,5800H,Ryzen 7-Zen 3,AMD,5.0,x86,8.0,16.0,16.0,,1000.0,NVIDIA,8.0,,1.0,,4.0,80.0,,,65.5
903,977,,Core i7,Intel,10.0,x86,4.0,6.0,16.0,,1000.0,NVIDIA,2.0,1.0,,3.0,2.0,37.0,15.6,,33.65
904,978,,Core i5,Intel,11.0,x86,,8.0,8.0,,256.0,NVIDIA,2.0,1.0,,3.0,,45.0,14.0,,17.9
905,979,,Core i7,Intel,13.0,x86,,30.0,16.0,,,,8.0,,1.0,,6.0,8.0,15.0,,76.6
906,980,,Core i7,Intel,10.0,x86,,12.0,16.0,,512.0,Nvidia,6.0,1.0,1.0,,,51.0,15.6,,27.5
907,981,,Core i7,Intel AMD,,,,12.0,16.0,,512.0,,4.0,,1.0,11.0,,,16.0,,105.6
908,982,,M1,Apple,,M1,10.0,24.0,16.0,512.0,,Apple,0.0,,1.0,17.0,,70.0,16.2,,100.78
909,983,,Core i9,,,,14.0,24.0,32.0,,1000.0,NVIDIA,8.0,1.0,,3.0,4.0,90.0,,,121.0
910,985,,Ryzen 5,AMD,6.0,x86,,16.0,16.0,512.0,,AMD,,,1.0,11.0,,,,,37.51
911,986,,Core i7,Intel,12.0,x86,,12.0,16.0,,512.0,intel,,,,,,42.0,15.6,,30.379
912,987,,Core i9,Intel,13.0,x86,,24.0,16.0,1000.0,,Nvidia,8.0,,1.0,,,,,,81.14
913,988,,Ryzen 9,AMD,7.0,x86,,64.0,16.0,,1000.0,,8.0,,1.0,,,90.0,17.0,,95.6
914,989,,Core i5,Intel,8.0,x86,,,16.0,,512.0,,,,,,,,13.3,,19.2
915,990,,Core i7,Intel,10.0,x86,,,32.0,,512.0,,,,,,,,13.5,,89.789
916,991,,Core i7,Intel,8.0,x86,,9.0,16.0,,512.0,AMD,4.0,1.0,,,,,15.6,,55.4
917,992,,Core i7,Intel,,x86,10.0,12.0,16.0,,1000.0,NVIDIA,,,,4.0,3.0,51.0,,,65.7
918,994,,Core i7,Intel,12.0,x86,10.0,24.0,32.0,,512.0,Nvidia,4.0,,1.0,,,52.5,15.6,,50.5
919,995,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,16.0,1000.0,512.0,NVIDIA,2.0,,,,2.0,38.0,,,26.0
920,996,,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,8.0,1.0,,3.0,4.0,90.0,15.6,,81.8
921,997,,Core i7-Alder Lake,Intel,12.0,x86,16.0,30.0,32.0,,1000.0,,,1.0,1.0,2.0,,,16.0,,160.0
922,998,Dell,Core i5,Intel,7.0,x86,,,16.0,,0.0,intel,8.0,,,,,,,,13.9
923,999,,Core i9,intel,13.0,x86,,36.0,32.0,,1000.0,,12.0,,1.0,,,91.0,18.0,,257.6
924,1000,,Core i3,intel,11.0,x86,2.0,6.0,8.0,,256.0,INTEL,,1.0,,3.0,2.0,37.0,15.6,,19.281
925,1001,,Core i7,intel,8.0,x86,,9.0,16.0,,,NVIDIA,4.0,1.0,,,,,15.6,,26.9
926,1002,,Core i5,intel,12.0,x86,,,8.0,,512.0,,,,,18.0,,,13.5,,60.185
927,1003,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,32.0,,1000.0,NVIDIA,16.0,,1.0,,4.0,80.0,,,98.981
928,1004,MSI,Core i5,Intel,11.0,,6.0,12.0,8.0,,,NVIDIA,3.0,,,,4.0,53.0,,,38.399
929,1005,ASUS,Ryzen 9,AMD,6.0,x86,8.0,20.0,16.0,,1000.0,Nvidia,,,1.0,,,90.0,17.3,,67.3
930,1006,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,16.0,,1000.0,NVIDIA,2.0,,1.0,,2.0,32.0,,,45.481
931,1007,,Ryzen 5,AMD,,x86,,,16.0,,,AMD,1.0,1.0,,,,48.0,14.0,,12.2
932,1008,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,12.0,1000.0,128.0,NVIDIA,2.0,,,,,38.0,,,23.064
933,1009,,Core i7,Intel,11.0,x86,8.0,24.0,16.0,,1000.0,Nvidia,,,1.0,,,70.0,16.0,,69.781
934,1010,,Core i7,Intel,11.0,x86,,24.0,16.0,,512.0,Nvidia,4.0,1.0,1.0,,3.0,53.0,15.6,,45.5
935,1011,,Ryzen 7,AMD,7.0,x86,,16.0,32.0,,1000.0,Nvidia,8.0,,1.0,,4.0,90.0,15.6,,68.724
936,1012,,Core i5,Intel,5.0,x86,,,8.0,1000.0,,Intel,,,,,4.0,,,,10.9
937,1013,,Core i9,Intel,,x86,8.0,24.0,64.0,,1000.0,,6.0,1.0,,3.0,4.0,90.0,,,79.695
938,1014,,Core i9,Intel,13.0,x86,,36.0,32.0,,1000.0,,12.0,,1.0,,6.0,83.0,17.3,,142.763
939,1015,,Core i7-Alder Lake-P,Intel,12.0,x86,10.0,24.0,32.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,76.0,,,75.575
940,1016,,Core i5,Intel,13.0,x86,,24.0,16.0,,512.0,,6.0,,1.0,,6.0,70.0,15.6,,55.46
941,1017,,Ryzen 5,AMD,5.0,x86,6.0,6.0,4.0,1000.0,,AMD,,1.0,,2.0,2.0,38.0,15.6,,20.0
942,1018,,Core i5,Intel,,x86,,,16.0,,512.0,GTX 1650Ti 4G,,,,,,,14.0,,30.9
943,1019,,Ryzen 5-Zen 3,AMD,5.0,x86,6.0,16.0,32.0,,1000.0,NVIDIA,4.0,,1.0,,4.0,60.0,,,43.355
944,1020,HP,Core i7-Alder Lake,Intel,12.0,x86,14.0,24.0,16.0,,512.0,,,,1.0,4.0,,,16.0,,60.499
945,1022,,Core i7,Intel,11.0,x86,,,8.0,,512.0,,,,,,,,15.6,,32.0
946,1023,,Core i5,Intel,10.0,x86,,,8.0,,128.0,intel,,,1.0,13.0,,,12.4,,28.91
947,1025,,Core i7,Intel,11.0,x86,,12.0,16.0,,1000.0,NVIDIA,2.0,,,,,,15.6,,55.0
948,1028,,Core i7,Intel,11.0,x86,,24.0,16.0,,256.0,,8.0,,1.0,,,87.0,15.6,,112.239
949,1029,,Ryzen 7-Zen 3,AMD,6.0,x86,8.0,16.0,32.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,90.0,,,64.694
950,1031,,Core i7,Intel,,x86,,8.0,8.0,1000.0,256.0,NVIDIA,2.0,,1.0,3.0,,,15.6,,29.618
951,1032,,Core i7,Intel,,x86,4.0,12.0,16.0,,1000.0,,2.0,1.0,,3.0,2.0,37.0,,,34.781
952,1033,,,Intel,10.0,x86,7.0,,,,1000.0,Nvidia,6.0,,,,,,,,49.5
953,1034,,core i5,Intel,6.0,x86,,3.0,8.0,,256.0,intel,,,1.0,,,,14.0,,10.5
954,1035,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,8.0,1000.0,256.0,NVIDIA,4.0,,1.0,,3.0,45.0,,,36.979
955,1036,,Celeron,Intel,,N2830,,1.0,4.0,500.0,,Intel,0.0,,,3.0,,,15.6,,5.847
956,1037,,Core i5,,11.0,x86,,24.0,16.0,1000.0,256.0,NVIDIA,4.0,,,,3.0,51.0,15.6,,34.8
957,1038,,Core i7,,12.0,x86,10.0,24.0,64.0,,2000.0,NVIDIA,8.0,1.0,,3.0,4.0,76.0,15.6,,75.07
958,1039,,Core i5,,6.0,x86,,3.0,8.0,,256.0,,,,,,,,,,19.5
959,1040,acer,Alder Lake,Intel,12.0,x86,12.0,18.0,16.0,,512.0,NVIDIA,4.0,,1.0,8.0,,50.0,15.6,,42.3
960,1041,,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,4.0,,,3.0,4.0,76.0,14.5,,99.681
961,1042,,Core i9,Intel,13.0,x86,,36.0,16.0,1000.0,,Nvidia,8.0,,1.0,,,,140.0,,105.92
962,1043,,Core i5-Alder Lake,Intel,12.0,x86,10.0,12.0,8.0,,256.0,,2.0,,,,,50.0,15.6,,25.599
963,1044,,Core i9,Intel,12.0,x86,,16.0,32.0,,1000.0,,16.0,1.0,1.0,,,90.0,15.6,,150.0
964,1045,,Core i5-Alder Lake,Intel,12.0,x86,12.0,18.0,16.0,,512.0,NVIDIA,4.0,,1.0,,4.0,90.0,,,40.788
965,1046,,Core i5,Intel,13.0,x86,,24.0,16.0,1000.0,,Nvidia,8.0,,,,,,,,84.34
966,1047,Apple,M1,Apple,,M1,8.0,12.0,8.0,,256.0,,,,1.0,,,,13.3,,60.7
967,1048,,Core i7-Alder lake-U,Intel,12.0,x86,10.0,12.0,16.0,,512.0,Intel,4.0,,,,3.0,42.0,,,35.29
968,1049,,Core i7-Tiger Lake,Intel,11.0,x86,4.0,12.0,12.0,,1000.0,NVIDIA,2.0,,,,2.0,37.0,,,31.879
969,1050,HP,Core i7-Alder Lake,Intel,12.0,x86,10.0,12.0,16.0,,1000.0,,,,1.0,2.0,,,15.6,,53.58
970,1052,,Core i5,Intel,13.0,x86,,24.0,16.0,1000.0,,Nvidia,6.0,,1.0,,,,,,78.73
971,1053,,Core i9,Intel,13.0,x86,,36.0,16.0,,512.0,,12.0,,1.0,,,90.0,18.0,,174.5
972,1054,,Core i7,Intel,11.0,x86,,24.0,16.0,,1000.0,NVIDIA,4.0,1.0,1.0,3.0,,80.0,16.0,,64.0
973,1055,,Core i7,Intel,8.0,x86,4.0,8.0,8.0,,128.0,NVIDIA,,,,,,,15.6,,23.0
974,1056,,Core i7-Alder Lake-P,Intel,12.0,x86,14.0,24.0,32.0,,2000.0,NVIDIA,8.0,,1.0,,4.0,90.0,,,95.481
975,1057,,Core i7,Intel,8.0,x86,,8.0,8.0,,256.0,Nvidia,2.0,,,,,,13.5,,23.9
976,1058,,Core i7,Intel,13.0,x86,,24.0,16.0,1000.0,,Nvidia,8.0,,1.0,,4.0,,,,94.93
977,1059,,Core i7,Intel,,,10.0,24.0,8.0,,512.0,NVIDIA,,,,3.0,4.0,76.0,,,46.9
978,1060,,Core i9,Intel,13.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,6.0,,1.0,,4.0,56.0,,,158.979
979,1062,,Core i7-Alder Lake,Intel,12.0,x86,10.0,24.0,16.0,,512.0,NVIDIA,4.0,,1.0,,4.0,76.0,,,48.299
980,1064,,Core i7,Intel,12.0,x86,,18.0,16.0,,1000.0,Intel,,,,,,,,,89.1
981,1065,Dell,Core i5,Intel,,X86,,,8.0,256.0,,Intel,,,,,,,14.0,,14.0
982,1066,,Ryzen 5,AMD,3.0,x86,,4.0,8.0,,512.0,AMD,0.0,1.0,,,,32.0,15.6,,22.8
983,1067,,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,NVIDIA,,1.0,1.0,,,53.5,17.3,,70.0
984,1068,,Core i5,Intel,11.0,x86,,8.0,12.0,1000.0,512.0,,2.0,1.0,,3.0,,,15.6,,25.1
985,1069,,Core i9,Intel,13.0,x86,,36.0,16.0,1000.0,,Nvidia,8.0,,1.0,,6.0,,,,92.06
986,1070,,Core i7,Intel,10.0,x86,4.0,8.0,16.0,,512.0,Nvidia,,,1.0,,,37.0,15.6,,30.09
987,1071,,Core i7,Intel,9.0,x86,,,2.0,,512.0,,4.0,,,,,,17.0,,36.0
988,1072,,Core i7,Intel,9.0,x86,,12.0,16.0,,512.0,NVIDIA,8.0,1.0,1.0,,,48.0,15.6,,44.0
989,1075,Apple,M2,Apple,,M2,8.0,16.0,16.0,,512.0,,,,1.0,,,52.6,,,89.0
990,1076,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,16.0,1000.0,512.0,NVIDIA,4.0,,1.0,,3.0,45.0,,,37.199
991,1078,,Core i5,Intel,12.0,x86,10.0,12.0,16.0,,512.0,,,1.0,,2.0,,,15.6,,30.7
992,1079,,Core i7,Intel,11.0,x86,,,8.0,1000.0,512.0,Nvida,2.0,1.0,,,3.0,,15.6,,43.8
993,1080,,Core i3,Intel,11.0,x86,2.0,6.0,12.0,,512.0,,6.0,1.0,,3.0,2.0,37.0,,,19.8
994,1081,,Core i9,Intel,11.0,x86,,,64.0,1000.0,512.0,Nvidia,,,,,,,15.6,,47.5
995,1082,,Core i7,,,,8.0,24.0,32.0,,1000.0,NVIDIA,4.0,1.0,,3.0,4.0,60.0,,,66.981
996,1083,,Core i7,Intel,6.0,x86,,6.0,12.0,1000.0,,Nvidia,3.0,1.0,1.0,,,,15.6,,30.0
997,1084,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,16.0,,512.0,,2.0,,,,,56.5,14.0,,24.181
998,1085,,Core i5,Intel,12.0,x86,8.0,12.0,32.0,,1000.0,NVIDIA,4.0,1.0,,3.0,4.0,76.0,15.6,,50.49
999,1086,,Ryzen 7-Zen 3,AMD,6.0,x86,8.0,16.0,16.0,,512.0,NVIDIA,6.0,,1.0,,4.0,57.0,,,59.0
1000,1087,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,16.0,1000.0,512.0,NVIDIA,2.0,,,,2.0,38.0,,,26.681
1001,1088,,Core i9,Intel,13.0,x86,,24.0,16.0,,1000.0,,8.0,,1.0,,,90.0,16.0,,121.2
1002,1089,ASUS,Core i5,Intel,10.0,x86,4.0,,8.0,,256.0,Intel,0.0,,,3.0,,37.0,15.6,,24.97
1003,1090,,Core i3,Intel,2.0,x86,,,4.0,500.0,,Intel,,,,,,,15.6,,6.3
1004,1091,,Ryzen 3,AMD,5.0,x86,3.0,4.0,4.0,,256.0,,0.0,,,,,41.0,,,17.2
1005,1092,,Core i5-Tiger Lake,Intel,11.0,x86,4.0,8.0,8.0,,512.0,,4.0,,,,,96.0,16.0,,37.98
1006,1093,,Core i7,Intel,12.0,x86,14.0,24.0,64.0,,2000.0,Nvidia,6.0,,1.0,,,90.0,15.6,,79.995
1007,1094,,Core i9,Intel,13.0,x86,24.0,36.0,32.0,,2000.0,NVIDIA,6.0,,1.0,,4.0,90.0,,,128.979
1008,1095,HP,Core i7,Intel,4.0,x86,,,8.0,,256.0,NVIDIA,4.0,,,,,,17.0,,16.0
1009,1096,,Corei7,Intel,11.0,x86,4.0,12.0,8.0,,1000.0,NVIDIA,4.0,1.0,,3.0,4.0,76.0,15.6,,47.2
1010,1097,,Core i3 Tiger Lake,Intel,11.0,x86,2.0,6.0,8.0,,1000.0,Intel,2.0,,1.0,,2.0,37.0,,,21.799
1011,1099,,Ryzen 7,AMD,6.0,x86,8.0,20.0,32.0,,2000.0,NVIDIA,6.0,1.0,,3.0,4.0,90.0,15.6,,68.98
1012,1103,,Core i5,Intel,,,,24.0,16.0,,512.0,,8.0,,1.0,,,90.0,16.0,,75.2
1013,1104,,Core i5,Intel,11.0,x86,4.0,8.0,32.0,,1000.0,NVIDIA,4.0,,1.0,,,45.0,15.6,,42.0
1014,1107,,Core i7,Intel,8.0,x86,,,16.0,,512.0,AMD,4.0,1.0,,,,,15.6,,29.8
1015,1108,,Core i7,Intel,12.0,x86,,24.0,16.0,,1000.0,NVIDIA,4.0,,1.0,,,96.0,16.0,,68.999
1016,1109,,Core i7,Intel,13.0,x86,,30.0,16.0,,512.0,,8.0,,1.0,,6.0,83.0,16.0,,75.0
1017,1110,Hp,Core i7,Intel,4.0,x86,,,8.0,500.0,,AMD,1.0,,,,,,15.6,,12.6
1018,1112,,Core i5,Intel,11.0,x86,4.0,8.0,8.0,,256.0,,,,,,,41.0,15.6,,33.229
1019,1114,,Core i7-Tiger Lake,Intel,11.0,x86,8.0,24.0,32.0,,1000.0,NVIDIA,16.0,,1.0,,4.0,94.0,,,208.25
1020,1115,,Core i5,Intel,10.0,x86,4.0,8.0,24.0,,512.0,NVIDIA,4.0,1.0,,2.0,3.0,48.0,15.6,,36.7
1021,1116,,Core i7,,,,8.0,24.0,32.0,,1000.0,NVIDIA,,1.0,,2.0,4.0,57.0,,,58.5
1022,1117,Apple,M1,Apple,,M1,,,16.0,,512.0,,,,,,,,,,107.0
1023,1118,,Core i9,Intel,13.0,x86,,36.0,16.0,,1000.0,,8.0,,1.0,,,90.0,16.0,,126.4
1024,1119,,Core i7,Intel,12.0,x86,,24.0,16.0,512.0,,Nvidia,6.0,,1.0,,,,,,67.14
1025,1120,,Core i5,Intel,11.0,x86,,8.0,8.0,,256.0,Intel,0.0,,,3.0,,51.0,14.0,,49.7
1026,1121,HP,Core i5,Intel,,x86,5.0,,44.0,512.0,,NVIDIA,,,,8.5,,,15.6,,54.65
1027,1122,,Core i3,Intel,10.0,x86,2.0,4.0,4.0,1000.0,,INTEL,,1.0,,2.0,2.0,32.0,15.6,,16.599
1028,1123,,Core i7,Intel,13.0,x86,,30.0,16.0,,512.0,,8.0,,1.0,,,90.0,16.0,,79.9
1029,1125,,Core i9,Intel,12.0,x86,14.0,24.0,32.0,,1000.0,Nvidia,,,1.0,,,90.0,17.3,,209.481
1030,1126,,Celeron,Intel,5.0,x86,2.0,2.0,4.0,1000.0,,,0.0,,,,,36.0,15.6,,8.6
1031,1128,,Core i7,Intel,12.0,x86,14.0,24.0,16.0,,512.0,NVIDIA,4.0,,1.0,3.0,4.0,99.0,16.0,,57.293
1032,1129,,Ryzen 7,Intel,5.0,x86,8.0,8.0,12.0,1000.0,512.0,AMD,,1.0,,2.0,2.0,38.0,15.6,,28.0
1033,1130,,Core i5,Intel,12.0,x86,8.0,12.0,,,256.0,,4.0,,1.0,,,52.5,15.6,,34.79
1034,1131,,Ryzen 7,AMD,6.0,x86,,16.0,16.0,,1000.0,Nvidia,6.0,1.0,1.0,,,90.0,15.6,,62.4
1035,1132,Apple,M1,Apple,,M1,8.0,24.0,8.0,,256.0,,,,1.0,,,49.9,13.3,,45.0
1036,1133,,Core i5-Alder Lake,Intel,12.0,x86,,12.0,8.0,,256.0,,0.0,,,,,38.0,15.6,,24.72
1037,1134,ASUS,Core i7,Intel,9.0,x86,,10.0,8.0,,512.0,NVIDIA,10.0,1.0,1.0,,3.0,48.0,15.6,,33.79
1038,1135,,Core i7,Intel,13.0,x86,,30.0,16.0,,1000.0,,8.0,,1.0,,6.0,83.0,17.3,,96.2
1039,1136,,Core i9,Intel,12.0,x86,,24.0,16.0,,1000.0,NVIDIA,6.0,1.0,1.0,3.0,,70.0,16.0,,78.4
1040,1137,lenovo,Core i7-Alder Lake,Intel,12.0,x86,10.0,12.0,8.0,,1000.0,,,1.0,,3.0,,,15.6,,32.79
1041,1138,,Core i7,Intel,12.0,x86,,12.0,16.0,,1000.0,intel,,,,,,75.0,17.3,,199.999
1042,1141,Apple,M2,Apple,,M2,8.0,12.0,16.0,,256.0,Apple,,,,17.0,,,13.3,,83.0
1043,1143,Apple,M2,Apple,,M2,12.0,,16.0,,512.0,,,,,17.0,,70.0,,,100.4
1044,1146,ASUS,Core i3,Intel,11.0,x86,2.0,6.0,4.0,,256.0,Intel,,,1.0,2.0,,42.0,14.0,,27.599
1045,1147,,Core i7,Intel,11.0,x86,,12.0,8.0,1000.0,128.0,,2.0,1.0,,2.0,,,15.6,,28.18
1046,1148,,Core i5,Intel,10.0,x86,,6.0,16.0,,256.0,Intel,,,1.0,,,45.8,13.5,,45.0
1047,1149,,Core i9,Intel,13.0,x86,,24.0,32.0,,2000.0,,12.0,,1.0,,,90.0,16.0,,239.6
1048,1150,,Ryzen 5,AMD,5.0,x86,2.0,6.0,16.0,,1000.0,AMD,,1.0,,3.0,3.0,42.0,15.6,,24.39
1049,1151,Apple,Core i5,Intel,,x86,5.0,,16.0,256.0,,Intel,,,,,,,13.0,,24.3
1050,1152,,Ryzen 5,AMD,,x86,6.0,8.0,8.0,,256.0,AMD,2.0,1.0,,3.0,,,15.6,,23.496
1051,1153,,Core i7,Intel,13.0,x86,,30.0,32.0,,1000.0,,8.0,,1.0,,,99.0,17.0,,175.6
1052,1155,,Core i9-Alder Lake,Intel,12.0,x86,14.0,24.0,16.0,,1000.0,,6.0,,,,,90.0,16.0,,114.199
1053,1156,,Core i3,Intel,12.0,x86,6.0,10.0,20.0,1000.0,,Intel,,,,,,38.0,15.6,,24.682
1054,1157,ASUS,Core i7,Intel,11.0,x86,4.0,12.0,16.0,,1000.0,Intel,,,1.0,,,63.0,14.0,,62.333
1055,1158,,Core i7,Intel,10.0,x86,,10.0,12.0,,512.0,Intel,0.0,,,,,,14.0,,80.58
1056,1159,,Ryzen 5,AMD,,,,,4.0,256.0,,,,,,,,,14.0,1.0,31.55
1057,1161,ASUS,Core i7,Intel,13.0,x86,14.0,24.0,16.0,,512.0,,,1.0,1.0,5.5,,,16.0,,83.5
1058,1163,,Carrizo,,6.0,,,1.0,4.0,1000.0,,AMD,0.5,1.0,,5.0,,33.0,15.6,,15.0
1059,1164,LEGION,Ryzen 7,AMD,6.0,,8.0,16.0,16.0,,1000.0,NVIDIA,,,,,,,16.0,,69.9
